TimeStamp,Delta_AF8,Theta_AF8,Alpha_AF8,Beta_AF8,Gamma_AF8,stimulus_time,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10
2022-07-05 13:58:30.253,0.94521606,0.7466833,0.9412655,0.5585205,0.42054895,0,782.0879,801.02563,818.3516,786.52014
2022-07-05 13:58:30.253,0.94521606,0.7466833,0.9412655,0.5585205,0.42054895,0,804.2491,830.84247,849.7802,803.0403
2022-07-05 13:58:30.287,0.94521606,0.7466833,0.9412655,0.5585205,0.42054895,0,787.72894,812.3077,788.93774,769.19415
2022-07-05 13:58:30.288,0.94521606,0.7466833,0.9412655,0.5585205,0.42054895,0,770.40295,778.86444,747.4359,743.00366
2022-07-05 13:58:30.288,0.94521606,0.7466833,0.9412655,0.5585205,0.42054895,0,782.49084,790.14655,792.5641,772.01465
2022-07-05 13:58:30.288,0.94521606,0.7466833,0.9412655,0.5585205,0.42054895,0,807.8755,825.6044,851.79486,813.1135
2022-07-05 13:58:30.288,0.94521606,0.7466833,0.9412655,0.5585205,0.42054895,0,799.011,807.8755,805.05493,791.75824
2022-07-05 13:58:30.289,0.9747774,0.7377171,0.9344329,0.57498306,0.40860927,0,777.6557,794.57874,750.65936,752.674
2022-07-05 13:58:30.290,0.9747774,0.7377171,0.9344329,0.57498306,0.40860927,0,774.83514,811.9048,787.72894,763.5531
2022-07-05 13:58:30.290,0.9747774,0.7377171,0.9344329,0.57498306,0.40860927,0,807.8755,823.5897,846.55676,810.696
2022-07-05 13:58:30.291,0.9747774,0.7377171,0.9344329,0.57498306,0.40860927,0,816.7399,811.0989,828.022,812.71063
2022-07-05 13:58:30.291,0.9747774,0.7377171,0.9344329,0.57498306,0.40860927,0,787.326,776.04395,766.3736,772.4176
2022-07-05 13:58:30.291,0.9747774,0.7377171,0.9344329,0.57498306,0.40860927,0,784.10254,767.98535,770,766.3736
2022-07-05 13:58:30.292,0.9747774,0.7377171,0.9344329,0.57498306,0.40860927,0,808.68134,807.8755,836.8865,811.0989
2022-07-05 13:58:30.292,0.9747774,0.7377171,0.9344329,0.57498306,0.40860927,0,819.5604,820.7692,842.9304,823.9927
2022-07-05 13:58:30.292,0.9747774,0.7377171,0.9344329,0.57498306,0.40860927,0,796.1905,792.1612,779.67035,782.8938
2022-07-05 13:58:30.293,0.9747774,0.7377171,0.9344329,0.57498306,0.40860927,0,780.07324,778.46155,766.3736,770.40295
2022-07-05 13:58:30.293,0.9747774,0.7377171,0.9344329,0.57498306,0.40860927,0,788.1319,814.3223,822.381,802.23444
2022-07-05 13:58:30.293,0.9747774,0.7377171,0.9344329,0.57498306,0.40860927,0,811.9048,845.34796,857.4359,834.0659
2022-07-05 13:58:30.293,0.9747774,0.7377171,0.9344329,0.57498306,0.40860927,0,796.1905,814.7253,797.3993,799.81683
2022-07-05 13:58:30.294,0.9747774,0.7377171,0.9344329,0.57498306,0.40860927,0,774.0293,793.36993,756.30035,763.1502
2022-07-05 13:58:30.294,0.9747774,0.7377171,0.9344329,0.57498306,0.40860927,0,792.1612,809.0842,801.8315,789.34064
2022-07-05 13:58:30.294,0.9747774,0.7377171,0.9344329,0.57498306,0.40860927,0,825.2015,844.1392,855.82416,832.4542
2022-07-05 13:58:30.294,0.9747774,0.7377171,0.9344329,0.57498306,0.40860927,0,814.3223,831.6484,816.337,811.0989
2022-07-05 13:58:30.295,0.9747774,0.7377171,0.9344329,0.57498306,0.40860927,0,786.9231,796.99634,757.50916,764.7619
2022-07-05 13:58:30.295,0.9747774,0.7377171,0.9344329,0.57498306,0.40860927,0,792.1612,803.8461,780.87915,771.6117
2022-07-05 13:58:30.318,0.9747774,0.7377171,0.9344329,0.57498306,0.40860927,0,825.2015,846.1539,844.1392,816.7399
2022-07-05 13:58:30.318,0.9747774,0.7377171,0.9344329,0.57498306,0.40860927,0,832.4542,854.21246,834.0659,815.5311
2022-07-05 13:58:30.318,0.9747774,0.7377171,0.9344329,0.57498306,0.40860927,0,801.8315,818.3516,770.40295,770.40295
2022-07-05 13:58:30.319,0.9747774,0.7377171,0.9344329,0.57498306,0.40860927,0,789.34064,793.36993,761.9414,766.3736
2022-07-05 13:58:30.319,0.9747774,0.7377171,0.9344329,0.57498306,0.40860927,0,815.5311,825.2015,827.619,821.978
2022-07-05 13:58:30.319,0.9747774,0.7377171,0.9344329,0.57498306,0.40860927,0,833.663,858.6447,852.6007,846.9597
2022-07-05 13:58:30.319,0.9747774,0.7377171,0.9344329,0.57498306,0.40860927,0,807.8755,827.619,790.54944,802.6374
2022-07-05 13:58:30.320,0.98549676,0.7281706,0.93260217,0.5841995,0.39842847,0,788.1319,784.90845,759.5238,776.04395
2022-07-05 13:58:30.321,0.98549676,0.7281706,0.93260217,0.5841995,0.39842847,0,807.0696,796.1905,813.1135,809.4872
2022-07-05 13:58:30.321,0.98549676,0.7281706,0.93260217,0.5841995,0.39842847,0,839.304,829.2308,859.0476,848.5714
2022-07-05 13:58:30.321,0.98549676,0.7281706,0.93260217,0.5841995,0.39842847,0,818.7546,801.4286,803.0403,814.7253
2022-07-05 13:58:30.322,0.98549676,0.7281706,0.93260217,0.5841995,0.39842847,0,784.90845,764.7619,751.4652,772.4176
2022-07-05 13:58:30.351,0.98549676,0.7281706,0.93260217,0.5841995,0.39842847,0,798.20514,787.72894,800.2198,798.60803
2022-07-05 13:58:30.352,0.98549676,0.7281706,0.93260217,0.5841995,0.39842847,0,830.0366,837.28937,867.1062,842.9304
2022-07-05 13:58:30.352,0.98549676,0.7281706,0.93260217,0.5841995,0.39842847,0,816.337,826.0073,821.1722,827.619
2022-07-05 13:58:30.352,0.98549676,0.7281706,0.93260217,0.5841995,0.39842847,0,788.1319,791.75824,757.1062,788.1319
2022-07-05 13:58:30.352,0.98549676,0.7281706,0.93260217,0.5841995,0.39842847,0,782.8938,791.75824,778.46155,786.1172
2022-07-05 13:58:30.353,0.98549676,0.7281706,0.93260217,0.5841995,0.39842847,0,809.4872,831.6484,846.55676,828.8278
2022-07-05 13:58:30.353,0.98549676,0.7281706,0.93260217,0.5841995,0.39842847,0,820.3663,846.55676,851.79486,836.8865
2022-07-05 13:58:30.358,0.98549676,0.7281706,0.93260217,0.5841995,0.39842847,0,791.75824,794.9817,781.685,788.5348
2022-07-05 13:58:30.358,0.98549676,0.7281706,0.93260217,0.5841995,0.39842847,0,772.4176,761.13556,761.9414,771.2088
2022-07-05 13:58:30.359,0.98549676,0.7281706,0.93260217,0.5841995,0.39842847,0,793.36993,798.20514,831.2454,809.89014
2022-07-05 13:58:30.359,0.98549676,0.7281706,0.93260217,0.5841995,0.39842847,0,821.1722,827.2161,862.674,838.9011
2022-07-05 13:58:30.359,0.98549676,0.7281706,0.93260217,0.5841995,0.39842847,0,805.4579,804.2491,802.6374,801.02563
2022-07-05 13:58:30.386,0.98549676,0.7281706,0.93260217,0.5841995,0.39842847,0,783.2967,757.50916,760.32965,771.2088
2022-07-05 13:58:30.387,0.98549676,0.7281706,0.93260217,0.5841995,0.39842847,0,791.75824,741.79486,798.60803,803.44324
2022-07-05 13:58:30.387,0.98549676,0.7281706,0.93260217,0.5841995,0.39842847,0,811.9048,794.17584,854.21246,837.28937
2022-07-05 13:58:30.388,0.98549676,0.7281706,0.93260217,0.5841995,0.39842847,0,788.93774,785.7143,803.0403,807.0696
2022-07-05 13:58:30.388,0.98549676,0.7281706,0.93260217,0.5841995,0.39842847,0,770.80585,772.4176,755.09155,770.40295
2022-07-05 13:58:30.388,0.98549676,0.7281706,0.93260217,0.5841995,0.39842847,0,783.69965,850.18317,804.65204,795.78754
2022-07-05 13:58:30.389,0.98549676,0.7281706,0.93260217,0.5841995,0.39842847,0,811.9048,907.3993,866.7033,849.7802
2022-07-05 13:58:30.389,0.98549676,0.7281706,0.93260217,0.5841995,0.39842847,0,806.6667,874.7619,834.87177,829.2308
2022-07-05 13:58:30.389,0.98549676,0.7281706,0.93260217,0.5841995,0.39842847,0,778.0586,813.91943,762.74725,776.04395
2022-07-05 13:58:30.389,0.9930088,0.7245937,0.93260217,0.58717906,0.3926838,0,778.46155,782.8938,769.59705,779.67035
2022-07-05 13:58:30.391,0.9930088,0.7245937,0.93260217,0.58717906,0.3926838,0,806.6667,817.5458,835.6777,819.9634
2022-07-05 13:58:30.391,0.9930088,0.7245937,0.93260217,0.58717906,0.3926838,0,817.9487,823.9927,836.08057,826.0073
2022-07-05 13:58:30.446,0.9930088,0.7245937,0.93260217,0.58717906,0.3926838,0,793.36993,776.8498,771.6117,790.9524
2022-07-05 13:58:30.447,0.9930088,0.7245937,0.93260217,0.58717906,0.3926838,0,782.0879,770.80585,759.12085,779.2674
2022-07-05 13:58:30.447,0.9930088,0.7245937,0.93260217,0.58717906,0.3926838,0,807.0696,813.91943,826.4103,816.7399
2022-07-05 13:58:30.448,0.9930088,0.7245937,0.93260217,0.58717906,0.3926838,0,830.84247,845.34796,866.7033,850.18317
2022-07-05 13:58:30.448,0.9930088,0.7245937,0.93260217,0.58717906,0.3926838,0,810.293,807.47253,804.2491,815.5311
2022-07-05 13:58:30.448,0.9930088,0.7245937,0.93260217,0.58717906,0.3926838,0,790.14655,781.685,762.3443,781.28204
2022-07-05 13:58:30.449,0.9930088,0.7245937,0.93260217,0.58717906,0.3926838,0,807.47253,822.7839,805.8608,818.3516
2022-07-05 13:58:30.449,0.9930088,0.7245937,0.93260217,0.58717906,0.3926838,0,838.9011,837.28937,853.00366,857.8388
2022-07-05 13:58:30.449,0.9930088,0.7245937,0.93260217,0.58717906,0.3926838,0,829.6337,796.5934,815.5311,826.4103
2022-07-05 13:58:30.450,0.9930088,0.7245937,0.93260217,0.58717906,0.3926838,0,796.1905,768.3883,759.12085,783.2967
2022-07-05 13:58:30.450,0.9930088,0.7245937,0.93260217,0.58717906,0.3926838,0,807.0696,804.65204,785.7143,800.6227
2022-07-05 13:58:30.450,0.9930088,0.7245937,0.93260217,0.58717906,0.3926838,0,841.7216,848.1685,857.03296,852.1978
2022-07-05 13:58:30.503,0.9930088,0.7245937,0.93260217,0.58717906,0.3926838,0,830.84247,816.337,839.304,841.31866
2022-07-05 13:58:30.504,0.9930088,0.7245937,0.93260217,0.58717906,0.3926838,0,796.5934,771.6117,768.3883,794.17584
2022-07-05 13:58:30.504,0.9930088,0.7245937,0.93260217,0.58717906,0.3926838,0,786.1172,777.25275,765.16486,784.10254
2022-07-05 13:58:30.505,0.9930088,0.7245937,0.93260217,0.58717906,0.3926838,0,817.1429,824.7985,833.2601,829.6337
2022-07-05 13:58:30.505,0.9930088,0.7245937,0.93260217,0.58717906,0.3926838,0,838.49817,830.0366,849.3773,850.58606
2022-07-05 13:58:30.505,0.9930088,0.7245937,0.93260217,0.58717906,0.3926838,0,805.05493,794.17584,782.49084,795.78754
2022-07-05 13:58:30.506,0.9930088,0.7245937,0.93260217,0.58717906,0.3926838,0,786.9231,789.34064,765.56775,772.4176
2022-07-05 13:58:30.506,0.9930088,0.7245937,0.93260217,0.58717906,0.3926838,0,812.71063,805.05493,824.3956,814.7253
2022-07-05 13:58:30.506,0.9930088,0.7245937,0.93260217,0.58717906,0.3926838,0,832.0513,823.5897,857.8388,843.3333
2022-07-05 13:58:30.506,0.9930088,0.7245937,0.93260217,0.58717906,0.3926838,0,808.2784,801.8315,796.5934,802.6374
2022-07-05 13:58:30.507,0.9930088,0.7245937,0.93260217,0.58717906,0.3926838,0,790.9524,782.0879,751.06226,768.7912
2022-07-05 13:58:30.507,1.0031965,0.72133017,0.93260217,0.58637905,0.38646552,0,805.4579,796.5934,790.9524,792.5641
2022-07-05 13:58:30.537,1.0031965,0.72133017,0.93260217,0.58637905,0.38646552,0,831.2454,834.0659,848.5714,834.4689
2022-07-05 13:58:30.538,1.0031965,0.72133017,0.93260217,0.58637905,0.38646552,0,831.6484,835.6777,814.7253,821.1722
2022-07-05 13:58:30.538,1.0031965,0.72133017,0.93260217,0.58637905,0.38646552,0,813.1135,797.8022,756.30035,778.0586
2022-07-05 13:58:30.539,1.0031965,0.72133017,0.93260217,0.58637905,0.38646552,0,804.65204,794.17584,773.22345,781.685
2022-07-05 13:58:30.539,1.0031965,0.72133017,0.93260217,0.58637905,0.38646552,0,824.7985,834.87177,836.08057,829.6337
2022-07-05 13:58:30.539,1.0031965,0.72133017,0.93260217,0.58637905,0.38646552,0,830.4396,860.2564,834.0659,830.0366
2022-07-05 13:58:30.539,1.0031965,0.72133017,0.93260217,0.58637905,0.38646552,0,796.1905,816.7399,771.2088,780.87915
2022-07-05 13:58:30.540,1.0031965,0.72133017,0.93260217,0.58637905,0.38646552,0,781.685,777.25275,763.1502,772.8205
2022-07-05 13:58:30.540,1.0031965,0.72133017,0.93260217,0.58637905,0.38646552,0,807.8755,772.8205,818.7546,812.71063
2022-07-05 13:58:30.540,1.0031965,0.72133017,0.93260217,0.58637905,0.38646552,0,819.5604,759.5238,827.619,830.4396
2022-07-05 13:58:30.541,1.0031965,0.72133017,0.93260217,0.58637905,0.38646552,0,796.5934,759.12085,764.35895,787.72894
2022-07-05 13:58:30.541,1.0031965,0.72133017,0.93260217,0.58637905,0.38646552,0,775.64105,756.7033,743.8095,762.74725
2022-07-05 13:58:30.596,1.0031965,0.72133017,0.93260217,0.58637905,0.38646552,0,790.14655,785.31134,801.4286,799.011
2022-07-05 13:58:30.597,1.0031965,0.72133017,0.93260217,0.58637905,0.38646552,0,819.5604,829.6337,842.52747,835.2747
2022-07-05 13:58:30.598,1.0031965,0.72133017,0.93260217,0.58637905,0.38646552,0,807.47253,798.60803,786.9231,809.4872
2022-07-05 13:58:30.598,1.0031965,0.72133017,0.93260217,0.58637905,0.38646552,0,782.8938,785.31134,751.06226,779.2674
2022-07-05 13:58:30.599,1.0031965,0.72133017,0.93260217,0.58637905,0.38646552,0,793.7729,870.32965,815.12823,805.4579
2022-07-05 13:58:30.599,1.0031965,0.72133017,0.93260217,0.58637905,0.38646552,0,824.3956,926.337,879.19415,848.1685
2022-07-05 13:58:30.599,1.0031965,0.72133017,0.93260217,0.58637905,0.38646552,0,817.5458,869.12085,838.49817,835.2747
2022-07-05 13:58:30.600,1.0031965,0.72133017,0.93260217,0.58637905,0.38646552,0,805.05493,806.26373,779.2674,805.05493
2022-07-05 13:58:30.600,1.0031965,0.72133017,0.93260217,0.58637905,0.38646552,0,811.0989,803.0403,789.34064,806.6667
2022-07-05 13:58:30.600,1.0031965,0.72133017,0.93260217,0.58637905,0.38646552,0,828.4249,828.8278,847.76556,841.7216
2022-07-05 13:58:30.600,1.0031965,0.72133017,0.93260217,0.58637905,0.38646552,0,828.8278,821.5751,846.1539,848.5714
2022-07-05 13:58:30.601,1.0031965,0.72133017,0.93260217,0.58637905,0.38646552,0,799.41394,777.6557,774.0293,805.05493
2022-07-05 13:58:30.630,1.0031965,0.72133017,0.93260217,0.58637905,0.38646552,0,787.72894,772.4176,762.3443,790.54944
2022-07-05 13:58:30.631,1.0101663,0.71207374,0.93260217,0.5846776,0.37714466,0,810.696,814.7253,836.4835,828.022
2022-07-05 13:58:30.633,1.0101663,0.71207374,0.93260217,0.5846776,0.37714466,0,838.0952,829.6337,864.2857,853.8095
2022-07-05 13:58:30.633,1.0101663,0.71207374,0.93260217,0.5846776,0.37714466,0,818.3516,794.17584,795.38464,813.91943
2022-07-05 13:58:30.634,1.0101663,0.71207374,0.93260217,0.5846776,0.37714466,0,790.14655,784.10254,761.53845,781.28204
2022-07-05 13:58:30.634,1.0101663,0.71207374,0.93260217,0.5846776,0.37714466,0,806.6667,817.9487,816.7399,809.4872
2022-07-05 13:58:30.634,1.0101663,0.71207374,0.93260217,0.5846776,0.37714466,0,844.1392,836.8865,868.315,848.97437
2022-07-05 13:58:30.634,1.0101663,0.71207374,0.93260217,0.5846776,0.37714466,0,837.28937,802.6374,822.7839,838.49817
2022-07-05 13:58:30.635,1.0101663,0.71207374,0.93260217,0.5846776,0.37714466,0,809.0842,769.19415,767.1795,807.47253
2022-07-05 13:58:30.635,1.0101663,0.71207374,0.93260217,0.5846776,0.37714466,0,807.8755,773.6264,787.326,803.44324
2022-07-05 13:58:30.635,1.0101663,0.71207374,0.93260217,0.5846776,0.37714466,0,842.1245,822.7839,852.6007,843.3333
2022-07-05 13:58:30.636,1.0101663,0.71207374,0.93260217,0.5846776,0.37714466,0,845.34796,833.2601,837.28937,846.9597
2022-07-05 13:58:30.684,1.0101663,0.71207374,0.93260217,0.5846776,0.37714466,0,806.26373,789.34064,768.3883,798.60803
2022-07-05 13:58:30.685,1.0101663,0.71207374,0.93260217,0.5846776,0.37714466,0,800.6227,783.2967,769.19415,797.3993
2022-07-05 13:58:30.685,1.0101663,0.71207374,0.93260217,0.5846776,0.37714466,0,840.10986,834.0659,841.7216,855.0183
2022-07-05 13:58:30.685,1.0101663,0.71207374,0.93260217,0.5846776,0.37714466,0,857.8388,848.1685,853.4066,869.12085
2022-07-05 13:58:30.686,1.0101663,0.71207374,0.93260217,0.5846776,0.37714466,0,843.3333,812.3077,777.6557,827.2161
2022-07-05 13:58:30.686,1.0101663,0.71207374,0.93260217,0.5846776,0.37714466,0,842.1245,802.23444,756.30035,816.337
2022-07-05 13:58:30.686,1.0101663,0.71207374,0.93260217,0.5846776,0.37714466,0,857.03296,834.4689,827.619,859.85345
2022-07-05 13:58:30.687,1.0101663,0.71207374,0.93260217,0.5846776,0.37714466,0,866.30035,840.9158,864.68866,879.59705
2022-07-05 13:58:30.687,1.0101663,0.71207374,0.93260217,0.5846776,0.37714466,0,849.7802,803.44324,793.36993,833.2601
2022-07-05 13:58:30.687,1.0101663,0.71207374,0.93260217,0.5846776,0.37714466,0,833.2601,790.14655,752.27106,803.8461
2022-07-05 13:58:30.688,1.0101663,0.71207374,0.93260217,0.5846776,0.37714466,0,851.39197,810.293,805.4579,836.8865
2022-07-05 13:58:30.688,1.0101663,0.71207374,0.93260217,0.5846776,0.37714466,0,886.04395,834.87177,866.30035,880
2022-07-05 13:58:30.709,1.0101663,0.71207374,0.93260217,0.5846776,0.37714466,0,869.12085,784.10254,815.9341,853.8095
2022-07-05 13:58:30.710,1.0101663,0.71207374,0.93260217,0.5846776,0.37714466,0,837.6923,732.9304,747.8388,809.0842
2022-07-05 13:58:30.710,1.0101663,0.71207374,0.93260217,0.5846776,0.37714466,0,840.9158,756.7033,771.6117,819.5604
2022-07-05 13:58:30.710,1.010018,0.69717085,0.93260217,0.5832146,0.3636483,0,871.13556,805.4579,838.49817,865.4945
2022-07-05 13:58:30.712,1.010018,0.69717085,0.93260217,0.5832146,0.3636483,0,869.5238,819.15753,822.381,855.82416
2022-07-05 13:58:30.712,1.010018,0.69717085,0.93260217,0.5832146,0.3636483,0,834.87177,789.7436,752.674,808.68134
2022-07-05 13:58:30.712,1.010018,0.69717085,0.93260217,0.5832146,0.3636483,0,817.5458,800.6227,761.9414,798.60803
2022-07-05 13:58:30.712,1.010018,0.69717085,0.93260217,0.5832146,0.3636483,0,843.3333,883.6264,846.55676,844.1392
2022-07-05 13:58:30.712,1.010018,0.69717085,0.93260217,0.5832146,0.3636483,0,864.68866,908.60803,870.7326,866.30035
2022-07-05 13:58:30.713,1.010018,0.69717085,0.93260217,0.5832146,0.3636483,0,832.8571,844.5421,791.3553,818.7546
2022-07-05 13:58:30.713,1.010018,0.69717085,0.93260217,0.5832146,0.3636483,0,819.15753,811.9048,756.30035,797.3993
2022-07-05 13:58:30.713,1.010018,0.69717085,0.93260217,0.5832146,0.3636483,0,846.1539,832.0513,814.7253,838.49817
2022-07-05 13:58:30.768,1.010018,0.69717085,0.93260217,0.5832146,0.3636483,0,863.0769,864.68866,861.8681,873.95605
2022-07-05 13:58:30.769,1.010018,0.69717085,0.93260217,0.5832146,0.3636483,0,840.5128,837.6923,806.6667,838.49817
2022-07-05 13:58:30.769,1.010018,0.69717085,0.93260217,0.5832146,0.3636483,0,823.5897,792.1612,756.7033,805.05493
2022-07-05 13:58:30.770,1.010018,0.69717085,0.93260217,0.5832146,0.3636483,0,838.49817,809.4872,801.02563,828.4249
2022-07-05 13:58:30.770,1.010018,0.69717085,0.93260217,0.5832146,0.3636483,0,863.8828,848.5714,862.27106,867.9121
2022-07-05 13:58:30.770,1.010018,0.69717085,0.93260217,0.5832146,0.3636483,0,850.989,832.8571,825.2015,846.55676
2022-07-05 13:58:30.770,1.010018,0.69717085,0.93260217,0.5832146,0.3636483,0,815.12823,811.0989,760.7326,797.8022
2022-07-05 13:58:30.771,1.010018,0.69717085,0.93260217,0.5832146,0.3636483,0,806.6667,795.38464,770.40295,802.6374
2022-07-05 13:58:30.771,1.010018,0.69717085,0.93260217,0.5832146,0.3636483,0,838.49817,814.3223,842.9304,855.42126
2022-07-05 13:58:30.771,1.010018,0.69717085,0.93260217,0.5832146,0.3636483,0,854.61536,826.4103,846.1539,865.4945
2022-07-05 13:58:30.771,1.010018,0.69717085,0.93260217,0.5832146,0.3636483,0,828.8278,784.5055,772.4176,819.9634
2022-07-05 13:58:30.772,1.010018,0.69717085,0.93260217,0.5832146,0.3636483,0,815.12823,779.2674,766.3736,807.8755
2022-07-05 13:58:30.820,1.010018,0.69717085,0.93260217,0.5832146,0.3636483,0,841.7216,813.91943,837.28937,851.79486
2022-07-05 13:58:30.821,1.010018,0.69717085,0.93260217,0.5832146,0.3636483,0,858.24176,830.84247,867.50916,872.3443
2022-07-05 13:58:30.821,1.010018,0.69717085,0.93260217,0.5832146,0.3636483,0,825.6044,804.2491,798.60803,826.8132
2022-07-05 13:58:30.821,1.010018,0.69717085,0.93260217,0.5832146,0.3636483,0,797.3993,780.87915,759.12085,796.5934
2022-07-05 13:58:30.822,1.010018,0.69717085,0.93260217,0.5832146,0.3636483,0,814.3223,809.4872,818.7546,826.4103
2022-07-05 13:58:30.822,1.0057247,0.6832445,0.93260217,0.5817937,0.33901286,0,844.1392,855.42126,872.3443,863.47986
2022-07-05 13:58:30.823,1.0057247,0.6832445,0.93260217,0.5817937,0.33901286,0,820.3663,828.022,810.696,830.84247
2022-07-05 13:58:30.823,1.0057247,0.6832445,0.93260217,0.5817937,0.33901286,0,792.96704,778.86444,754.2857,790.14655
2022-07-05 13:58:30.823,1.0057247,0.6832445,0.93260217,0.5817937,0.33901286,0,801.8315,785.31134,790.54944,804.2491
2022-07-05 13:58:30.824,1.0057247,0.6832445,0.93260217,0.5817937,0.33901286,0,826.0073,821.5751,857.03296,843.3333
2022-07-05 13:58:30.824,1.0057247,0.6832445,0.93260217,0.5817937,0.33901286,0,819.9634,815.5311,830.4396,833.663
2022-07-05 13:58:30.824,1.0057247,0.6832445,0.93260217,0.5817937,0.33901286,0,791.75824,774.43225,754.68866,786.52014
2022-07-05 13:58:30.845,1.0057247,0.6832445,0.93260217,0.5817937,0.33901286,0,790.14655,765.16486,762.3443,784.90845
2022-07-05 13:58:30.846,1.0057247,0.6832445,0.93260217,0.5817937,0.33901286,0,819.15753,817.1429,843.73627,833.2601
2022-07-05 13:58:30.846,1.0057247,0.6832445,0.93260217,0.5817937,0.33901286,0,837.6923,842.52747,852.1978,849.3773
2022-07-05 13:58:30.846,1.0057247,0.6832445,0.93260217,0.5817937,0.33901286,0,812.3077,792.96704,771.2088,805.05493
2022-07-05 13:58:30.847,1.0057247,0.6832445,0.93260217,0.5817937,0.33901286,0,772.01465,759.5238,749.0476,766.77655
2022-07-05 13:58:30.847,1.0057247,0.6832445,0.93260217,0.5817937,0.33901286,0,786.52014,800.6227,824.7985,797.8022
2022-07-05 13:58:30.847,1.0057247,0.6832445,0.93260217,0.5817937,0.33901286,0,823.1868,847.76556,866.7033,836.4835
2022-07-05 13:58:30.847,1.0057247,0.6832445,0.93260217,0.5817937,0.33901286,0,805.05493,796.5934,788.5348,807.47253
2022-07-05 13:58:30.847,1.0057247,0.6832445,0.93260217,0.5817937,0.33901286,0,783.69965,754.68866,739.7802,778.86444
2022-07-05 13:58:30.848,1.0057247,0.6832445,0.93260217,0.5817937,0.33901286,0,803.0403,790.9524,799.41394,806.6667
2022-07-05 13:58:30.848,1.0057247,0.6832445,0.93260217,0.5817937,0.33901286,0,836.08057,830.4396,861.4652,849.3773
2022-07-05 13:58:30.848,1.0057247,0.6832445,0.93260217,0.5817937,0.33901286,0,820.7692,812.3077,805.8608,826.0073
2022-07-05 13:58:30.917,1.0057247,0.6832445,0.93260217,0.5817937,0.33901286,0,792.5641,774.43225,744.61536,784.5055
2022-07-05 13:58:30.918,1.0057247,0.6832445,0.93260217,0.5817937,0.33901286,0,799.41394,767.98535,782.0879,800.6227
2022-07-05 13:58:30.918,1.0057247,0.6832445,0.93260217,0.5817937,0.33901286,0,832.0513,808.68134,859.85345,848.5714
